Doc,Emotions,Topics
N197,disgust,environment
N197,disgust,crime
N197,disgust,politics
N197,disgust,health
N197,disgust,entertainment
N197,disgust,money
N197,neutral,environment
N197,neutral,crime
N197,neutral,politics
N197,neutral,health
N197,neutral,entertainment
N197,neutral,money
N198,sadness,technology
N198,sadness,crime
N198,sadness,environment
N198,sadness,politics
N198,sadness,health
N198,sadness,entertainment
N198,sadness,money
N198,neutral,technology
N198,neutral,crime
N198,neutral,environment
N198,neutral,politics
N198,neutral,health
N198,neutral,entertainment
N198,neutral,money
N199,anger,technology
N199,anger,politics
N199,anger,crime
N199,anger,environment
N199,anger,health
N199,anger,entertainment
N199,anger,money
N199,neutral,technology
N199,neutral,politics
N199,neutral,crime
N199,neutral,environment
N199,neutral,health
N199,neutral,entertainment
N199,neutral,money
N200,neutral,environment
N200,neutral,entertainment
N200,neutral,technology
N200,neutral,crime
N201,anger,technology
N201,anger,politics
N201,anger,crime
N201,anger,environment
N201,anger,entertainment
N201,fear,technology
N201,fear,politics
N201,fear,crime
N201,fear,environment
N201,fear,entertainment
N201,neutral,technology
N201,neutral,politics
N201,neutral,crime
N201,neutral,environment
N201,neutral,entertainment
N202,fear,sports
N202,fear,environment
N202,fear,crime
N202,fear,health
N202,fear,entertainment
N202,fear,money
N202,neutral,sports
N202,neutral,environment
N202,neutral,crime
N202,neutral,health
N202,neutral,entertainment
N202,neutral,money
N203,anger,technology
N203,anger,environment
N203,anger,crime
N203,anger,politics
N203,anger,health
N203,anger,entertainment
N203,anger,education
N203,anger,money
N203,sadness,technology
N203,sadness,environment
N203,sadness,crime
N203,sadness,politics
N203,sadness,health
N203,sadness,entertainment
N203,sadness,education
N203,sadness,money
N203,joy,technology
N203,joy,environment
N203,joy,crime
N203,joy,politics
N203,joy,health
N203,joy,entertainment
N203,joy,education
N203,joy,money
N203,neutral,technology
N203,neutral,environment
N203,neutral,crime
N203,neutral,politics
N203,neutral,health
N203,neutral,entertainment
N203,neutral,education
N203,neutral,money
N204,sadness,sports
N204,sadness,politics
N204,sadness,crime
N204,sadness,environment
N204,sadness,health
N204,sadness,entertainment
N204,neutral,sports
N204,neutral,politics
N204,neutral,crime
N204,neutral,environment
N204,neutral,health
N204,neutral,entertainment
N205,neutral,technology
N205,neutral,environment
N205,neutral,politics
N205,neutral,crime
N205,neutral,entertainment
N205,neutral,education
N205,neutral,money
N206,disgust,technology
N206,disgust,politics
N206,disgust,environment
N206,disgust,crime
N206,disgust,entertainment
N206,disgust,money
N206,anger,technology
N206,anger,politics
N206,anger,environment
N206,anger,crime
N206,anger,entertainment
N206,anger,money
N206,fear,technology
N206,fear,politics
N206,fear,environment
N206,fear,crime
N206,fear,entertainment
N206,fear,money
N206,neutral,technology
N206,neutral,politics
N206,neutral,environment
N206,neutral,crime
N206,neutral,entertainment
N206,neutral,money
N207,anger,environment
N207,anger,politics
N207,anger,health
N207,anger,entertainment
N207,anger,education
N207,neutral,environment
N207,neutral,politics
N207,neutral,health
N207,neutral,entertainment
N207,neutral,education
N208,disgust,technology
N208,disgust,environment
N208,disgust,crime
N208,disgust,health
N208,disgust,entertainment
N208,sadness,technology
N208,sadness,environment
N208,sadness,crime
N208,sadness,health
N208,sadness,entertainment
N208,neutral,technology
N208,neutral,environment
N208,neutral,crime
N208,neutral,health
N208,neutral,entertainment
N209,neutral,technology
N209,neutral,environment
N209,neutral,crime
N209,neutral,politics
N209,neutral,entertainment
N209,neutral,money
N210,disgust,technology
N210,disgust,environment
N210,disgust,crime
N210,disgust,politics
N210,disgust,health
N210,disgust,entertainment
N210,disgust,money
N210,anger,technology
N210,anger,environment
N210,anger,crime
N210,anger,politics
N210,anger,health
N210,anger,entertainment
N210,anger,money
N210,sadness,technology
N210,sadness,environment
N210,sadness,crime
N210,sadness,politics
N210,sadness,health
N210,sadness,entertainment
N210,sadness,money
N210,neutral,technology
N210,neutral,environment
N210,neutral,crime
N210,neutral,politics
N210,neutral,health
N210,neutral,entertainment
N210,neutral,money
N211,disgust,sports
N211,disgust,environment
N211,disgust,politics
N211,disgust,health
N211,disgust,entertainment
N211,disgust,education
N211,disgust,money
N211,anger,sports
N211,anger,environment
N211,anger,politics
N211,anger,health
N211,anger,entertainment
N211,anger,education
N211,anger,money
N211,joy,sports
N211,joy,environment
N211,joy,politics
N211,joy,health
N211,joy,entertainment
N211,joy,education
N211,joy,money
N211,neutral,sports
N211,neutral,environment
N211,neutral,politics
N211,neutral,health
N211,neutral,entertainment
N211,neutral,education
N211,neutral,money
N212,sadness,politics
N212,sadness,entertainment
N212,sadness,environment
N212,sadness,health
N212,neutral,politics
N212,neutral,entertainment
N212,neutral,environment
N212,neutral,health
N213,sadness,technology
N213,sadness,crime
N213,sadness,environment
N213,sadness,health
N213,sadness,entertainment
N213,sadness,money
N213,joy,technology
N213,joy,crime
N213,joy,environment
N213,joy,health
N213,joy,entertainment
N213,joy,money
N213,neutral,technology
N213,neutral,crime
N213,neutral,environment
N213,neutral,health
N213,neutral,entertainment
N213,neutral,money
N214,anger,technology
N214,anger,environment
N214,anger,crime
N214,anger,health
N214,anger,entertainment
N214,neutral,technology
N214,neutral,environment
N214,neutral,crime
N214,neutral,health
N214,neutral,entertainment
N215,disgust,environment
N215,disgust,entertainment
N215,disgust,politics
N215,disgust,education
N215,anger,environment
N215,anger,entertainment
N215,anger,politics
N215,anger,education
N215,sadness,environment
N215,sadness,entertainment
N215,sadness,politics
N215,sadness,education
N215,neutral,environment
N215,neutral,entertainment
N215,neutral,politics
N215,neutral,education
N216,surprise,crime
N216,surprise,entertainment
N216,surprise,environment
N216,neutral,crime
N216,neutral,entertainment
N216,neutral,environment
N217,sadness,technology
N217,sadness,crime
N217,sadness,environment
N217,sadness,politics
N217,sadness,entertainment
N217,sadness,money
N217,surprise,technology
N217,surprise,crime
N217,surprise,environment
N217,surprise,politics
N217,surprise,entertainment
N217,surprise,money
N217,neutral,technology
N217,neutral,crime
N217,neutral,environment
N217,neutral,politics
N217,neutral,entertainment
N217,neutral,money
N218,anger,sports
N218,anger,technology
N218,anger,crime
N218,anger,environment
N218,anger,entertainment
N218,anger,money
N218,joy,sports
N218,joy,technology
N218,joy,crime
N218,joy,environment
N218,joy,entertainment
N218,joy,money
N218,neutral,sports
N218,neutral,technology
N218,neutral,crime
N218,neutral,environment
N218,neutral,entertainment
N218,neutral,money
N219,disgust,environment
N219,disgust,crime
N219,disgust,health
N219,disgust,entertainment
N219,disgust,money
N219,fear,environment
N219,fear,crime
N219,fear,health
N219,fear,entertainment
N219,fear,money
N219,sadness,environment
N219,sadness,crime
N219,sadness,health
N219,sadness,entertainment
N219,sadness,money
N219,joy,environment
N219,joy,crime
N219,joy,health
N219,joy,entertainment
N219,joy,money
N219,neutral,environment
N219,neutral,crime
N219,neutral,health
N219,neutral,entertainment
N219,neutral,money
N220,fear,technology
N220,fear,politics
N220,fear,environment
N220,fear,health
N220,fear,entertainment
N220,fear,education
N220,sadness,technology
N220,sadness,politics
N220,sadness,environment
N220,sadness,health
N220,sadness,entertainment
N220,sadness,education
N220,joy,technology
N220,joy,politics
N220,joy,environment
N220,joy,health
N220,joy,entertainment
N220,joy,education
N220,neutral,technology
N220,neutral,politics
N220,neutral,environment
N220,neutral,health
N220,neutral,entertainment
N220,neutral,education
N221,disgust,environment
N221,disgust,politics
N221,disgust,crime
N221,disgust,health
N221,disgust,entertainment
N221,disgust,money
N221,sadness,environment
N221,sadness,politics
N221,sadness,crime
N221,sadness,health
N221,sadness,entertainment
N221,sadness,money
N221,neutral,environment
N221,neutral,politics
N221,neutral,crime
N221,neutral,health
N221,neutral,entertainment
N221,neutral,money
N222,anger,technology
N222,anger,environment
N222,anger,politics
N222,anger,crime
N222,anger,entertainment
N222,anger,money
N222,sadness,technology
N222,sadness,environment
N222,sadness,politics
N222,sadness,crime
N222,sadness,entertainment
N222,sadness,money
N222,surprise,technology
N222,surprise,environment
N222,surprise,politics
N222,surprise,crime
N222,surprise,entertainment
N222,surprise,money
N222,neutral,technology
N222,neutral,environment
N222,neutral,politics
N222,neutral,crime
N222,neutral,entertainment
N222,neutral,money
N223,sadness,technology
N223,sadness,environment
N223,sadness,crime
N223,sadness,health
N223,sadness,entertainment
N223,fear,technology
N223,fear,environment
N223,fear,crime
N223,fear,health
N223,fear,entertainment
N223,neutral,technology
N223,neutral,environment
N223,neutral,crime
N223,neutral,health
N223,neutral,entertainment
N224,fear,technology
N224,fear,crime
N224,fear,environment
N224,fear,health
N224,fear,entertainment
N224,fear,education
N224,fear,money
N224,neutral,technology
N224,neutral,crime
N224,neutral,environment
N224,neutral,health
N224,neutral,entertainment
N224,neutral,education
N224,neutral,money
N225,disgust,technology
N225,disgust,environment
N225,disgust,crime
N225,disgust,politics
N225,disgust,health
N225,disgust,entertainment
N225,anger,technology
N225,anger,environment
N225,anger,crime
N225,anger,politics
N225,anger,health
N225,anger,entertainment
N225,sadness,technology
N225,sadness,environment
N225,sadness,crime
N225,sadness,politics
N225,sadness,health
N225,sadness,entertainment
N225,neutral,technology
N225,neutral,environment
N225,neutral,crime
N225,neutral,politics
N225,neutral,health
N225,neutral,entertainment
N226,anger,sports
N226,anger,technology
N226,anger,environment
N226,anger,health
N226,anger,entertainment
N226,anger,money
N226,sadness,sports
N226,sadness,technology
N226,sadness,environment
N226,sadness,health
N226,sadness,entertainment
N226,sadness,money
N226,neutral,sports
N226,neutral,technology
N226,neutral,environment
N226,neutral,health
N226,neutral,entertainment
N226,neutral,money
N227,disgust,technology
N227,disgust,environment
N227,disgust,politics
N227,disgust,crime
N227,disgust,health
N227,disgust,entertainment
N227,anger,technology
N227,anger,environment
N227,anger,politics
N227,anger,crime
N227,anger,health
N227,anger,entertainment
N227,neutral,technology
N227,neutral,environment
N227,neutral,politics
N227,neutral,crime
N227,neutral,health
N227,neutral,entertainment
N228,anger,technology
N228,anger,environment
N228,anger,politics
N228,anger,crime
N228,anger,entertainment
N228,anger,education
N228,anger,money
N228,neutral,technology
N228,neutral,environment
N228,neutral,politics
N228,neutral,crime
N228,neutral,entertainment
N228,neutral,education
N228,neutral,money
N229,joy,technology
N229,joy,environment
N229,joy,crime
N229,joy,entertainment
N229,joy,money
N229,neutral,technology
N229,neutral,environment
N229,neutral,crime
N229,neutral,entertainment
N229,neutral,money
N230,neutral,sports
N230,neutral,technology
N230,neutral,environment
N230,neutral,crime
N230,neutral,politics
N230,neutral,entertainment
N231,neutral,sports
N231,neutral,technology
N231,neutral,environment
N231,neutral,crime
N231,neutral,health
N231,neutral,entertainment
N232,anger,technology
N232,anger,environment
N232,anger,politics
N232,anger,crime
N232,anger,health
N232,anger,entertainment
N232,anger,money
N232,fear,technology
N232,fear,environment
N232,fear,politics
N232,fear,crime
N232,fear,health
N232,fear,entertainment
N232,fear,money
N232,neutral,technology
N232,neutral,environment
N232,neutral,politics
N232,neutral,crime
N232,neutral,health
N232,neutral,entertainment
N232,neutral,money
N233,anger,environment
N233,anger,crime
N233,anger,politics
N233,anger,entertainment
N233,anger,education
N233,anger,money
N233,joy,environment
N233,joy,crime
N233,joy,politics
N233,joy,entertainment
N233,joy,education
N233,joy,money
N233,neutral,environment
N233,neutral,crime
N233,neutral,politics
N233,neutral,entertainment
N233,neutral,education
N233,neutral,money
N234,fear,sports
N234,fear,technology
N234,fear,environment
N234,fear,politics
N234,fear,health
N234,fear,entertainment
N234,fear,education
N234,fear,money
N234,neutral,sports
N234,neutral,technology
N234,neutral,environment
N234,neutral,politics
N234,neutral,health
N234,neutral,entertainment
N234,neutral,education
N234,neutral,money
N235,sadness,technology
N235,sadness,environment
N235,sadness,politics
N235,sadness,crime
N235,sadness,entertainment
N235,sadness,money
N235,neutral,technology
N235,neutral,environment
N235,neutral,politics
N235,neutral,crime
N235,neutral,entertainment
N235,neutral,money
N236,disgust,technology
N236,disgust,politics
N236,disgust,crime
N236,disgust,environment
N236,disgust,health
N236,disgust,entertainment
N236,disgust,money
N236,anger,technology
N236,anger,politics
N236,anger,crime
N236,anger,environment
N236,anger,health
N236,anger,entertainment
N236,anger,money
N236,sadness,technology
N236,sadness,politics
N236,sadness,crime
N236,sadness,environment
N236,sadness,health
N236,sadness,entertainment
N236,sadness,money
N236,neutral,technology
N236,neutral,politics
N236,neutral,crime
N236,neutral,environment
N236,neutral,health
N236,neutral,entertainment
N236,neutral,money
N237,neutral,technology
N237,neutral,environment
N237,neutral,politics
N237,neutral,crime
N237,neutral,entertainment
N237,neutral,money
N238,anger,technology
N238,anger,environment
N238,anger,politics
N238,anger,entertainment
N238,anger,money
N238,sadness,technology
N238,sadness,environment
N238,sadness,politics
N238,sadness,entertainment
N238,sadness,money
N238,neutral,technology
N238,neutral,environment
N238,neutral,politics
N238,neutral,entertainment
N238,neutral,money
N239,sadness,environment
N239,sadness,entertainment
N239,sadness,money
N239,sadness,technology
N239,joy,environment
N239,joy,entertainment
N239,joy,money
N239,joy,technology
N239,neutral,environment
N239,neutral,entertainment
N239,neutral,money
N239,neutral,technology
N240,disgust,technology
N240,disgust,environment
N240,disgust,crime
N240,disgust,politics
N240,disgust,education
N240,disgust,money
N240,anger,technology
N240,anger,environment
N240,anger,crime
N240,anger,politics
N240,anger,education
N240,anger,money
N240,sadness,technology
N240,sadness,environment
N240,sadness,crime
N240,sadness,politics
N240,sadness,education
N240,sadness,money
N240,neutral,technology
N240,neutral,environment
N240,neutral,crime
N240,neutral,politics
N240,neutral,education
N240,neutral,money
N241,sadness,technology
N241,sadness,environment
N241,sadness,politics
N241,sadness,health
N241,sadness,entertainment
N241,sadness,money
N241,neutral,technology
N241,neutral,environment
N241,neutral,politics
N241,neutral,health
N241,neutral,entertainment
N241,neutral,money
N242,disgust,technology
N242,disgust,environment
N242,disgust,entertainment
N242,disgust,education
N242,disgust,money
N242,sadness,technology
N242,sadness,environment
N242,sadness,entertainment
N242,sadness,education
N242,sadness,money
N242,neutral,technology
N242,neutral,environment
N242,neutral,entertainment
N242,neutral,education
N242,neutral,money
N243,joy,technology
N243,joy,environment
N243,joy,crime
N243,joy,health
N243,joy,entertainment
N243,joy,money
N243,neutral,technology
N243,neutral,environment
N243,neutral,crime
N243,neutral,health
N243,neutral,entertainment
N243,neutral,money
N244,sadness,politics
N244,sadness,entertainment
N244,sadness,money
N244,sadness,environment
N244,joy,politics
N244,joy,entertainment
N244,joy,money
N244,joy,environment
N244,neutral,politics
N244,neutral,entertainment
N244,neutral,money
N244,neutral,environment
N245,fear,technology
N245,fear,crime
N245,fear,environment
N245,fear,entertainment
N245,fear,education
N245,fear,money
N245,neutral,technology
N245,neutral,crime
N245,neutral,environment
N245,neutral,entertainment
N245,neutral,education
N245,neutral,money
N246,joy,technology
N246,joy,environment
N246,joy,politics
N246,joy,crime
N246,joy,entertainment
N246,joy,money
N246,neutral,technology
N246,neutral,environment
N246,neutral,politics
N246,neutral,crime
N246,neutral,entertainment
N246,neutral,money
N247,disgust,technology
N247,disgust,environment
N247,disgust,politics
N247,disgust,health
N247,disgust,entertainment
N247,disgust,money
N247,neutral,technology
N247,neutral,environment
N247,neutral,politics
N247,neutral,health
N247,neutral,entertainment
N247,neutral,money
N248,anger,technology
N248,anger,environment
N248,anger,crime
N248,anger,entertainment
N248,anger,money
N248,neutral,technology
N248,neutral,environment
N248,neutral,crime
N248,neutral,entertainment
N248,neutral,money
N249,sadness,environment
N249,sadness,entertainment
N249,sadness,money
N249,sadness,technology
N249,neutral,environment
N249,neutral,entertainment
N249,neutral,money
N249,neutral,technology
N250,sadness,technology
N250,sadness,politics
N250,sadness,crime
N250,sadness,environment
N250,sadness,entertainment
N250,sadness,money
N250,fear,technology
N250,fear,politics
N250,fear,crime
N250,fear,environment
N250,fear,entertainment
N250,fear,money
N250,neutral,technology
N250,neutral,politics
N250,neutral,crime
N250,neutral,environment
N250,neutral,entertainment
N250,neutral,money
N251,anger,technology
N251,anger,environment
N251,anger,politics
N251,anger,crime
N251,anger,entertainment
N251,anger,money
N251,fear,technology
N251,fear,environment
N251,fear,politics
N251,fear,crime
N251,fear,entertainment
N251,fear,money
N251,neutral,technology
N251,neutral,environment
N251,neutral,politics
N251,neutral,crime
N251,neutral,entertainment
N251,neutral,money
N252,neutral,technology
N252,neutral,environment
N252,neutral,crime
N252,neutral,entertainment
N252,neutral,money
N253,sadness,technology
N253,sadness,environment
N253,sadness,politics
N253,sadness,crime
N253,sadness,entertainment
N253,sadness,money
N253,joy,technology
N253,joy,environment
N253,joy,politics
N253,joy,crime
N253,joy,entertainment
N253,joy,money
N253,neutral,technology
N253,neutral,environment
N253,neutral,politics
N253,neutral,crime
N253,neutral,entertainment
N253,neutral,money
N254,neutral,technology
N254,neutral,crime
N254,neutral,politics
N254,neutral,environment
N254,neutral,entertainment
N254,neutral,money
N255,fear,technology
N255,fear,politics
N255,fear,environment
N255,fear,entertainment
N255,fear,money
N255,neutral,technology
N255,neutral,politics
N255,neutral,environment
N255,neutral,entertainment
N255,neutral,money
N256,neutral,technology
N256,neutral,environment
N256,neutral,politics
N256,neutral,crime
N256,neutral,entertainment
N256,neutral,money
N257,neutral,sports
N257,neutral,technology
N257,neutral,environment
N257,neutral,crime
N257,neutral,education
N257,neutral,money
N258,anger,technology
N258,anger,environment
N258,anger,crime
N258,anger,politics
N258,anger,entertainment
N258,anger,money
N258,joy,technology
N258,joy,environment
N258,joy,crime
N258,joy,politics
N258,joy,entertainment
N258,joy,money
N258,neutral,technology
N258,neutral,environment
N258,neutral,crime
N258,neutral,politics
N258,neutral,entertainment
N258,neutral,money
N259,sadness,sports
N259,sadness,technology
N259,sadness,environment
N259,sadness,crime
N259,sadness,entertainment
N259,sadness,money
N259,neutral,sports
N259,neutral,technology
N259,neutral,environment
N259,neutral,crime
N259,neutral,entertainment
N259,neutral,money
N260,sadness,sports
N260,sadness,technology
N260,sadness,environment
N260,sadness,crime
N260,sadness,politics
N260,sadness,entertainment
N260,sadness,money
N260,joy,sports
N260,joy,technology
N260,joy,environment
N260,joy,crime
N260,joy,politics
N260,joy,entertainment
N260,joy,money
N260,neutral,sports
N260,neutral,technology
N260,neutral,environment
N260,neutral,crime
N260,neutral,politics
N260,neutral,entertainment
N260,neutral,money
N261,disgust,technology
N261,disgust,environment
N261,disgust,crime
N261,disgust,health
N261,disgust,entertainment
N261,disgust,money
N261,anger,technology
N261,anger,environment
N261,anger,crime
N261,anger,health
N261,anger,entertainment
N261,anger,money
N261,neutral,technology
N261,neutral,environment
N261,neutral,crime
N261,neutral,health
N261,neutral,entertainment
N261,neutral,money
N262,anger,environment
N262,anger,entertainment
N262,anger,money
N262,anger,technology
N262,sadness,environment
N262,sadness,entertainment
N262,sadness,money
N262,sadness,technology
N262,neutral,environment
N262,neutral,entertainment
N262,neutral,money
N262,neutral,technology
N263,anger,technology
N263,anger,environment
N263,anger,politics
N263,anger,crime
N263,anger,entertainment
N263,anger,money
N263,sadness,technology
N263,sadness,environment
N263,sadness,politics
N263,sadness,crime
N263,sadness,entertainment
N263,sadness,money
N263,neutral,technology
N263,neutral,environment
N263,neutral,politics
N263,neutral,crime
N263,neutral,entertainment
N263,neutral,money
N264,sadness,environment
N264,sadness,entertainment
N264,sadness,money
N264,sadness,technology
N264,neutral,environment
N264,neutral,entertainment
N264,neutral,money
N264,neutral,technology
N265,fear,technology
N265,fear,environment
N265,fear,crime
N265,fear,health
N265,fear,entertainment
N265,fear,money
N265,sadness,technology
N265,sadness,environment
N265,sadness,crime
N265,sadness,health
N265,sadness,entertainment
N265,sadness,money
N265,neutral,technology
N265,neutral,environment
N265,neutral,crime
N265,neutral,health
N265,neutral,entertainment
N265,neutral,money
N266,anger,technology
N266,anger,environment
N266,anger,crime
N266,anger,politics
N266,anger,entertainment
N266,anger,money
N266,neutral,technology
N266,neutral,environment
N266,neutral,crime
N266,neutral,politics
N266,neutral,entertainment
N266,neutral,money
N267,anger,technology
N267,anger,environment
N267,anger,crime
N267,anger,politics
N267,anger,entertainment
N267,anger,money
N267,sadness,technology
N267,sadness,environment
N267,sadness,crime
N267,sadness,politics
N267,sadness,entertainment
N267,sadness,money
N267,neutral,technology
N267,neutral,environment
N267,neutral,crime
N267,neutral,politics
N267,neutral,entertainment
N267,neutral,money
N268,anger,technology
N268,anger,environment
N268,anger,politics
N268,anger,entertainment
N268,anger,education
N268,anger,money
N268,fear,technology
N268,fear,environment
N268,fear,politics
N268,fear,entertainment
N268,fear,education
N268,fear,money
N268,neutral,technology
N268,neutral,environment
N268,neutral,politics
N268,neutral,entertainment
N268,neutral,education
N268,neutral,money
N269,fear,technology
N269,fear,environment
N269,fear,health
N269,fear,entertainment
N269,fear,education
N269,fear,money
N269,sadness,technology
N269,sadness,environment
N269,sadness,health
N269,sadness,entertainment
N269,sadness,education
N269,sadness,money
N269,neutral,technology
N269,neutral,environment
N269,neutral,health
N269,neutral,entertainment
N269,neutral,education
N269,neutral,money
N270,anger,technology
N270,anger,environment
N270,anger,politics
N270,anger,entertainment
N270,anger,money
N270,neutral,technology
N270,neutral,environment
N270,neutral,politics
N270,neutral,entertainment
N270,neutral,money
N271,disgust,technology
N271,disgust,environment
N271,disgust,politics
N271,disgust,crime
N271,disgust,entertainment
N271,disgust,money
N271,anger,technology
N271,anger,environment
N271,anger,politics
N271,anger,crime
N271,anger,entertainment
N271,anger,money
N271,neutral,technology
N271,neutral,environment
N271,neutral,politics
N271,neutral,crime
N271,neutral,entertainment
N271,neutral,money
N272,sadness,technology
N272,sadness,environment
N272,sadness,crime
N272,sadness,entertainment
N272,sadness,money
N272,neutral,technology
N272,neutral,environment
N272,neutral,crime
N272,neutral,entertainment
N272,neutral,money
N273,anger,technology
N273,anger,crime
N273,anger,politics
N273,anger,environment
N273,anger,entertainment
N273,anger,money
N273,neutral,technology
N273,neutral,crime
N273,neutral,politics
N273,neutral,environment
N273,neutral,entertainment
N273,neutral,money
N274,disgust,technology
N274,disgust,politics
N274,disgust,environment
N274,disgust,crime
N274,disgust,entertainment
N274,disgust,money
N274,sadness,technology
N274,sadness,politics
N274,sadness,environment
N274,sadness,crime
N274,sadness,entertainment
N274,sadness,money
N274,neutral,technology
N274,neutral,politics
N274,neutral,environment
N274,neutral,crime
N274,neutral,entertainment
N274,neutral,money
N275,anger,environment
N275,anger,entertainment
N275,anger,money
N275,anger,technology
N275,sadness,environment
N275,sadness,entertainment
N275,sadness,money
N275,sadness,technology
N275,neutral,environment
N275,neutral,entertainment
N275,neutral,money
N275,neutral,technology
N276,sadness,sports
N276,sadness,environment
N276,sadness,crime
N276,sadness,politics
N276,sadness,health
N276,sadness,entertainment
N276,sadness,money
N276,neutral,sports
N276,neutral,environment
N276,neutral,crime
N276,neutral,politics
N276,neutral,health
N276,neutral,entertainment
N276,neutral,money
N277,neutral,technology
N277,neutral,environment
N277,neutral,politics
N277,neutral,crime
N277,neutral,entertainment
N277,neutral,money
N278,anger,technology
N278,anger,environment
N278,anger,politics
N278,anger,health
N278,anger,entertainment
N278,anger,education
N278,anger,money
N278,fear,technology
N278,fear,environment
N278,fear,politics
N278,fear,health
N278,fear,entertainment
N278,fear,education
N278,fear,money
N278,neutral,technology
N278,neutral,environment
N278,neutral,politics
N278,neutral,health
N278,neutral,entertainment
N278,neutral,education
N278,neutral,money
N279,joy,technology
N279,joy,environment
N279,joy,politics
N279,joy,crime
N279,joy,entertainment
N279,joy,money
N279,neutral,technology
N279,neutral,environment
N279,neutral,politics
N279,neutral,crime
N279,neutral,entertainment
N279,neutral,money
N280,neutral,technology
N280,neutral,environment
N280,neutral,health
N280,neutral,entertainment
N280,neutral,money
N281,sadness,technology
N281,sadness,environment
N281,sadness,crime
N281,sadness,entertainment
N281,sadness,money
N281,neutral,technology
N281,neutral,environment
N281,neutral,crime
N281,neutral,entertainment
N281,neutral,money
N282,anger,environment
N282,anger,entertainment
N282,anger,money
N282,anger,technology
N282,sadness,environment
N282,sadness,entertainment
N282,sadness,money
N282,sadness,technology
N282,neutral,environment
N282,neutral,entertainment
N282,neutral,money
N282,neutral,technology
N283,sadness,technology
N283,sadness,environment
N283,sadness,crime
N283,sadness,health
N283,sadness,entertainment
N283,sadness,money
N283,joy,technology
N283,joy,environment
N283,joy,crime
N283,joy,health
N283,joy,entertainment
N283,joy,money
N283,neutral,technology
N283,neutral,environment
N283,neutral,crime
N283,neutral,health
N283,neutral,entertainment
N283,neutral,money
N284,sadness,technology
N284,sadness,environment
N284,sadness,crime
N284,sadness,politics
N284,sadness,entertainment
N284,sadness,money
N284,neutral,technology
N284,neutral,environment
N284,neutral,crime
N284,neutral,politics
N284,neutral,entertainment
N284,neutral,money
N285,anger,technology
N285,anger,environment
N285,anger,politics
N285,anger,crime
N285,anger,health
N285,anger,entertainment
N285,anger,money
N285,sadness,technology
N285,sadness,environment
N285,sadness,politics
N285,sadness,crime
N285,sadness,health
N285,sadness,entertainment
N285,sadness,money
N285,joy,technology
N285,joy,environment
N285,joy,politics
N285,joy,crime
N285,joy,health
N285,joy,entertainment
N285,joy,money
N285,neutral,technology
N285,neutral,environment
N285,neutral,politics
N285,neutral,crime
N285,neutral,health
N285,neutral,entertainment
N285,neutral,money
N286,disgust,environment
N286,disgust,entertainment
N286,disgust,money
N286,disgust,technology
N286,fear,environment
N286,fear,entertainment
N286,fear,money
N286,fear,technology
N286,sadness,environment
N286,sadness,entertainment
N286,sadness,money
N286,sadness,technology
N286,neutral,environment
N286,neutral,entertainment
N286,neutral,money
N286,neutral,technology
N287,sadness,technology
N287,sadness,environment
N287,sadness,politics
N287,sadness,crime
N287,sadness,entertainment
N287,sadness,money
N287,neutral,technology
N287,neutral,environment
N287,neutral,politics
N287,neutral,crime
N287,neutral,entertainment
N287,neutral,money
N288,neutral,technology
N288,neutral,environment
N288,neutral,politics
N288,neutral,crime
N288,neutral,health
N288,neutral,entertainment
N288,neutral,money
N289,neutral,environment
N289,neutral,entertainment
N289,neutral,money
N289,neutral,technology
N290,anger,sports
N290,anger,technology
N290,anger,crime
N290,anger,environment
N290,anger,entertainment
N290,anger,money
N290,neutral,sports
N290,neutral,technology
N290,neutral,crime
N290,neutral,environment
N290,neutral,entertainment
N290,neutral,money
N291,fear,sports
N291,fear,technology
N291,fear,environment
N291,fear,crime
N291,fear,entertainment
N291,fear,money
N291,neutral,sports
N291,neutral,technology
N291,neutral,environment
N291,neutral,crime
N291,neutral,entertainment
N291,neutral,money
N292,anger,technology
N292,anger,environment
N292,anger,politics
N292,anger,health
N292,anger,entertainment
N292,anger,education
N292,anger,money
N292,fear,technology
N292,fear,environment
N292,fear,politics
N292,fear,health
N292,fear,entertainment
N292,fear,education
N292,fear,money
N292,neutral,technology
N292,neutral,environment
N292,neutral,politics
N292,neutral,health
N292,neutral,entertainment
N292,neutral,education
N292,neutral,money
N293,neutral,sports
N293,neutral,technology
N293,neutral,environment
N293,neutral,politics
N293,neutral,health
N293,neutral,entertainment
N293,neutral,money
N294,anger,sports
N294,anger,technology
N294,anger,crime
N294,anger,environment
N294,anger,entertainment
N294,anger,money
N294,sadness,sports
N294,sadness,technology
N294,sadness,crime
N294,sadness,environment
N294,sadness,entertainment
N294,sadness,money
N294,neutral,sports
N294,neutral,technology
N294,neutral,crime
N294,neutral,environment
N294,neutral,entertainment
N294,neutral,money
N295,fear,technology
N295,fear,environment
N295,fear,crime
N295,fear,entertainment
N295,fear,money
N295,surprise,technology
N295,surprise,environment
N295,surprise,crime
N295,surprise,entertainment
N295,surprise,money
N295,neutral,technology
N295,neutral,environment
N295,neutral,crime
N295,neutral,entertainment
N295,neutral,money
N296,sadness,technology
N296,sadness,crime
N296,sadness,environment
N296,sadness,politics
N296,sadness,health
N296,sadness,entertainment
N296,neutral,technology
N296,neutral,crime
N296,neutral,environment
N296,neutral,politics
N296,neutral,health
N296,neutral,entertainment
N297,anger,sports
